loteamento;quadra;lote;rua_frente;medida_frente_m;medida_fundo_m;medida_lateral_dir_m;medida_lateral_esq_m;area_m2;conf_frente;conf_fundo;conf_lateral_dir;conf_lateral_esq
Residencial Colina Park;01;01;RUA AL. 01-A;4.0;;;;277.53;;;;
Residencial Colina Park;01;02;RUA AL. 01-A;12.0;12.02;21.37;20.77;252.79;;;;
Residencial Colina Park;01;03;RUA AL. 01-A;12.0;12.02;21.98;21.37;260.06;;;;
Residencial Colina Park;01;04;RUA AL. 01-A;12.0;;;;267.55;;;;
Residencial Colina Park;01;05;RUA AL. 01-A;12.0;12.03;23.59;22.68;277.59;;;;
Residencial Colina Park;01;06;RUA AL. 01-A;12.0;;;;288.53;;;;
Residencial Colina Park;01;07;RUA AL. 01-A;25.0;;;;362.5;;;;
Residencial Colina Park;01;08;RUA AL. 01-A;30.0;;;;326.4;;;;
Residencial Colina Park;01;09;RUA AL. 01-A;27.62;;;;575.97;;;;
Residencial Colina Park;01;10;RUA AL. 01-A;42.9;43.78;12.24;11.35;510.36;;;;
Residencial Colina Park;02;01;RUALOCAL01;23.0;;;;337.5;;;;
Residencial Colina Park;02;02;RUALOCAL01;28.0;28.0;12.0;12.0;336.0;;;;
Residencial Colina Park;02;03;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;02;04;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;02;05;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;02;06;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;02;07;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;02;08;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;02;09;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;02;10;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;02;11;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;02;12;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;02;13;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;02;14;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;02;15;RUA LOCAL 02;12.0;;;;336.0;;;;
Residencial Colina Park;02;16;RUA LOCAL 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;02;17;RUA LOCAL 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;02;18;RUA AL. 01-A;20.0;;;;303.31;;;;
Residencial Colina Park;02;19;RUA AL. 01-A;15.0;;;;240.15;;;;
Residencial Colina Park;02;20;RUA AL. 01-A;12.0;12.0;20.0;20.0;240.0;;;;
Residencial Colina Park;02;21;RUA AL. 01-A;3.96;;;;254.97;;;;
Residencial Colina Park;02;22;RUA AL. 01-A;13.23;12.0;26.29;20.73;282.09;;;;
Residencial Colina Park;02;23;RUA AL. 01-A;5.4;;;;336.97;;;;
Residencial Colina Park;02;24;RUALOCAL01;12.0;12.0;28.42;28.51;341.58;;;;
Residencial Colina Park;02;25;RUALOCAL01;12.0;12.0;28.34;28.42;340.55;;;;
Residencial Colina Park;02;26;RUALOCAL01;12.0;12.0;28.25;28.34;339.51;;;;
Residencial Colina Park;02;27;RUALOCAL01;12.0;12.0;28.16;28.25;338.48;;;;
Residencial Colina Park;02;28;RUALOCAL01;12.0;12.0;28.08;28.16;337.44;;;;
Residencial Colina Park;02;29;RUALOCAL01;12.0;12.0;27.99;28.08;336.41;;;;
Residencial Colina Park;02;30;RUALOCAL01;12.0;12.0;27.9;27.99;335.37;;;;
Residencial Colina Park;02;31;RUALOCAL01;12.0;12.0;27.82;27.9;334.34;;;;
Residencial Colina Park;02;32;RUALOCAL01;12.0;12.0;27.73;27.82;333.31;;;;
Residencial Colina Park;02;33;RUALOCAL01;12.0;12.0;27.65;27.73;332.27;;;;
Residencial Colina Park;02;34;RUALOCAL01;12.0;12.0;27.56;27.65;331.24;;;;
Residencial Colina Park;02;35;RUALOCAL01;12.0;12.0;27.47;27.56;330.2;;;;
Residencial Colina Park;02;36;RUALOCAL01;22.38;;;;330.36;;;;
Residencial Colina Park;03;01;RUA LOCAL 05;23.0;;;;437.43;;;;
Residencial Colina Park;03;02;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;03;03;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;03;04;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;03;05;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;03;06;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;03;07;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;03;08;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;03;09;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;03;10;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;03;11;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;03;12;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;03;13;RUA LOCAL 02;12.0;12.0;28.0;28.0;336.0;;;;
Residencial Colina Park;03;14;RUALOCAL01;23.0;;;;351.5;;;;
Residencial Colina Park;03;15;RUALOCAL01;22.3;;;;341.77;;;;
Residencial Colina Park;03;16;RUALOCAL01;12.0;12.0;27.12;27.2;325.94;;;;
Residencial Colina Park;03;17;RUALOCAL01;12.0;12.0;27.03;27.12;324.9;;;;
Residencial Colina Park;03;18;RUALOCAL01;12.0;12.0;26.95;27.03;323.87;;;;
Residencial Colina Park;03;19;RUALOCAL01;12.0;12.0;26.86;26.95;322.83;;;;
Residencial Colina Park;03;20;RUALOCAL01;12.0;12.0;26.77;26.86;321.8;;;;
Residencial Colina Park;03;21;RUALOCAL01;12.0;12.0;26.69;26.77;320.77;;;;
Residencial Colina Park;03;22;RUALOCAL01;12.0;12.0;26.6;26.69;319.73;;;;
Residencial Colina Park;03;23;RUALOCAL01;12.0;12.0;26.51;26.6;318.7;;;;
Residencial Colina Park;03;24;RUALOCAL01;12.0;12.0;26.43;26.51;317.66;;;;
Residencial Colina Park;03;25;RUALOCAL01;12.0;12.0;26.34;26.43;316.63;;;;
Residencial Colina Park;03;26;RUALOCAL01;12.0;12.0;26.26;26.34;315.59;;;;
Residencial Colina Park;03;27;RUALOCAL01;12.0;12.0;26.17;26.26;314.56;;;;
Residencial Colina Park;03;28;RUA LOCAL 05;21.05;;;;407.1;;;;
Residencial Colina Park;04;01;RUA LOCAL 05;19.42;;;;292.75;;;;
Residencial Colina Park;04;02;RUA LOCAL 02;12.25;12.25;24.42;24.42;299.16;;;;
Residencial Colina Park;04;03;RUA LOCAL 02;12.0;12.0;38.0;38.0;456.0;;;;
Residencial Colina Park;04;04;RUA LOCAL 02;12.0;12.0;38.0;38.0;456.0;;;;
Residencial Colina Park;04;05;RUA LOCAL 02;12.0;12.0;38.0;38.0;456.0;;;;
Residencial Colina Park;04;06;RUA LOCAL 02;12.0;12.0;38.0;38.0;456.0;;;;
Residencial Colina Park;04;07;RUA LOCAL 02;12.0;12.0;38.0;38.0;456.0;;;;
Residencial Colina Park;04;08;RUA LOCAL 02;12.0;12.0;38.0;38.0;456.0;;;;
Residencial Colina Park;04;09;RUA LOCAL 02;12.25;12.25;24.42;24.42;299.14;;;;
Residencial Colina Park;04;10;RUA LOCAL 02;19.42;;;;292.75;;;;
Residencial Colina Park;04;11;RUA LOCAL 02;11.0;11.0;24.75;24.75;272.25;;;;
Residencial Colina Park;04;12;RUA LOCAL 02;11.0;;;;272.25;;;;
Residencial Colina Park;04;13;RUA LOCAL 02;11.0;11.0;24.75;24.75;272.25;;;;
Residencial Colina Park;04;14;RUA LOCAL 04;19.75;;;;319.64;;;;
Residencial Colina Park;04;15;RUA LOCAL 04;12.0;12.0;32.84;32.84;394.08;;;;
Residencial Colina Park;04;16;RUA LOCAL 04;12.0;12.0;32.84;32.84;394.08;;;;
Residencial Colina Park;04;17;RUA LOCAL 04;12.0;12.0;32.84;32.84;394.08;;;;
Residencial Colina Park;04;18;RUA LOCAL 04;12.0;12.0;32.84;32.84;394.08;;;;
Residencial Colina Park;04;19;RUA LOCAL 04;12.0;12.0;32.84;32.84;394.08;;;;
Residencial Colina Park;04;20;RUA LOCAL 04;12.0;12.0;32.84;32.84;394.08;;;;
Residencial Colina Park;04;21;RUA LOCAL 04;19.75;;;;319.64;;;;
Residencial Colina Park;04;22;RUA LOCAL 05;11.0;11.0;24.75;24.75;272.26;;;;
Residencial Colina Park;04;23;RUA LOCAL 05;11.0;;;;272.26;;;;
Residencial Colina Park;04;24;RUA LOCAL 05;11.0;11.0;24.75;24.75;272.26;;;;
Residencial Colina Park;05;01;RUA LOCAL 02;20.0;;;;312.5;;;;
Residencial Colina Park;05;02;RUA LOCAL 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;05;03;RUA LOCAL 02;14.46;;;;584.79;;;;
Residencial Colina Park;05;04;RUA LOCAL 02;12.57;12.57;35.42;35.42;445.18;;;;
Residencial Colina Park;05;05;RUA LOCAL 02;12.0;12.0;35.42;35.42;425.04;;;;
Residencial Colina Park;05;06;RUA LOCAL 02;12.0;12.0;35.42;35.42;425.04;;;;
Residencial Colina Park;05;07;RUA LOCAL 02;12.0;;;;425.02;;;;
Residencial Colina Park;05;08;RUA LOCAL 02;12.5;;;;305.24;;;;
Residencial Colina Park;05;09;RUA ALIMENTADORA 04;19.42;;;;292.75;;;;
Residencial Colina Park;05;10;RUA ALIMENTADORA 04;11.0;;;;275.0;;;;
Residencial Colina Park;05;11;RUA ALIMENTADORA 04;11.0;;;;275.0;;;;
Residencial Colina Park;05;12;RUA ALIMENTADORA 04;11.0;;;;275.0;;;;
Residencial Colina Park;05;13;RUA LOCAL 04;20.0;;;;323.01;;;;
Residencial Colina Park;05;14;RUA LOCAL 04;12.0;;;;425.04;;;;
Residencial Colina Park;05;15;RUA LOCAL 04;12.0;12.0;35.42;35.42;425.05;;;;
Residencial Colina Park;05;16;RUA LOCAL 04;12.0;12.0;35.42;35.42;425.05;;;;
Residencial Colina Park;05;17;RUA LOCAL 04;14.15;;;;468.85;;;;
Residencial Colina Park;05;18;RUA LOCAL 04;35.38;;;;1198.64;;;;
Residencial Colina Park;05;19;RUA LOCAL 02;13.75;;;;360.14;;;;
Residencial Colina Park;06;01;RUA ALIMENTADORA 03;8.97;;;;466.0;;;;
Residencial Colina Park;06;02;RUA LOCAL 02;12.0;12.0;26.34;26.34;316.08;;;;
Residencial Colina Park;06;03;RUA LOCAL 02;12.0;12.0;26.34;26.34;316.08;;;;
Residencial Colina Park;06;04;RUA LOCAL 05;21.34;;;;329.92;;;;
Residencial Colina Park;06;05;RUA LOCAL 05;12.0;;;;300.0;;;;
Residencial Colina Park;06;06;RUA LOCAL 05;12.0;;;;300.0;;;;
Residencial Colina Park;06;07;RUA LOCAL 05;12.0;;;;300.0;;;;
Residencial Colina Park;06;08;RUA LOCAL 05;12.0;;;;300.0;;;;
Residencial Colina Park;06;09;RUA LOCAL 05;12.0;;;;300.0;;;;
Residencial Colina Park;06;10;RUA LOCAL 05;12.0;;;;300.0;;;;
Residencial Colina Park;06;11;RUA LOCAL 05;12.0;;;;300.0;;;;
Residencial Colina Park;06;12;RUA LOCAL 05;12.0;;;;300.0;;;;
Residencial Colina Park;06;13;RUA LOCAL 05;12.0;;;;300.0;;;;
Residencial Colina Park;06;14;RUA LOCAL 05;12.0;;;;300.0;;;;
Residencial Colina Park;06;15;RUA LOCAL 05;12.0;;;;300.0;;;;
Residencial Colina Park;06;16;RUA LOCAL 05;12.0;;;;300.0;;;;
Residencial Colina Park;06;17;RUA LOCAL 05;12.0;;;;300.0;;;;
Residencial Colina Park;06;18;RUA LOCAL 05;20.0;;;;325.01;;;;
Residencial Colina Park;06;19;RUA LOCAL 05;30.0;;;;460.01;;;;
Residencial Colina Park;06;20;RUA LOCAL 05;35.0;35.0;12.0;12.0;420.0;;;;
Residencial Colina Park;06;21;RUA ALIMENTADORA 03;12.0;12.0;35.0;35.0;420.0;;;;
Residencial Colina Park;06;22;RUA ALIMENTADORA 03;12.0;12.0;35.0;35.0;420.0;;;;
Residencial Colina Park;06;23;RUA ALIMENTADORA 03;12.0;12.0;35.0;35.0;420.0;;;;
Residencial Colina Park;06;24;RUA ALIMENTADORA 03;12.0;12.0;35.0;35.0;420.0;;;;
Residencial Colina Park;06;25;RUA ALIMENTADORA 03;12.0;12.0;35.0;35.0;420.0;;;;
Residencial Colina Park;06;26;RUA ALIMENTADORA 03;12.0;12.0;35.0;35.0;420.0;;;;
Residencial Colina Park;06;27;RUA ALIMENTADORA 03;12.0;12.0;35.0;35.0;420.0;;;;
Residencial Colina Park;06;28;RUA ALIMENTADORA 03;12.0;12.0;35.0;35.0;420.0;;;;
Residencial Colina Park;06;29;RUA ALIMENTADORA 03;12.0;12.0;35.0;35.0;420.0;;;;
Residencial Colina Park;06;30;RUA ALIMENTADORA 03;12.0;12.0;35.0;35.0;420.0;;;;
Residencial Colina Park;06;31;RUA ALIMENTADORA 03;12.0;;;;420.0;;;;
Residencial Colina Park;06;32;RUA ALIMENTADORA 03;12.0;;;;420.0;;;;
Residencial Colina Park;07;01;RUA LOCAL 04;16.53;;;;267.36;;;;
Residencial Colina Park;07;02;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;03;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;04;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;05;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;06;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;07;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;08;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;09;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;10;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;11;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;12;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;13;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;14;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;15;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;16;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;17;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;18;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;19;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;20;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;21;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;22;RUA LOCAL 04;20.0;;;;312.5;;;;
Residencial Colina Park;07;23;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;07;24;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;07;25;RUA LOCAL 04;20.0;;;;312.5;;;;
Residencial Colina Park;07;26;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;27;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;28;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;29;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;30;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;31;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;32;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;33;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;34;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;35;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;36;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;37;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;38;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;39;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;40;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;41;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;42;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;43;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;44;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;45;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;07;46;RUA LOCAL 04;16.53;;;;267.36;;;;
Residencial Colina Park;07;47;RUA LOCAL 05;12.0;12.0;21.53;21.53;258.33;;;;
Residencial Colina Park;07;48;RUA LOCAL 05;12.0;12.0;21.53;21.53;258.33;;;;
Residencial Colina Park;08;01;RUA LOCAL 04;16.53;;;;267.47;;;;
Residencial Colina Park;08;02;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;03;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;04;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;05;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;06;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;07;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;08;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;09;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;10;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;11;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;12;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;13;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;14;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;15;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;16;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;17;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;18;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;19;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;20;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;21;RUA LOCAL 04;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;22;RUA LOCAL 04;20.0;;;;312.5;;;;
Residencial Colina Park;08;23;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;08;24;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;08;25;RUA LOCAL 05;20.0;;;;312.5;;;;
Residencial Colina Park;08;26;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;27;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;28;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;29;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;30;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;31;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;32;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;33;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;34;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;35;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;36;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;37;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;38;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;39;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;40;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;41;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;42;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;43;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;44;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;45;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;08;46;RUA LOCAL 05;16.53;;;;267.25;;;;
Residencial Colina Park;08;47;RUA LOCAL 05;12.05;12.04;21.53;21.53;259.32;;;;
Residencial Colina Park;08;48;RUA LOCAL 05;11.95;11.96;21.53;21.53;257.35;;;;
Residencial Colina Park;09;01;RUA LOCAL 05;16.53;;;;267.47;;;;
Residencial Colina Park;09;02;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;03;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;04;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;05;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;06;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;07;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;08;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;09;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;10;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;11;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;12;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;13;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;14;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;15;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;16;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;17;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;18;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;19;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;20;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;21;RUA LOCAL 05;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;22;RUA LOCAL 05;20.0;;;;312.5;;;;
Residencial Colina Park;09;23;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;09;24;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;09;25;RUA LOCAL 06;20.0;;;;312.5;;;;
Residencial Colina Park;09;26;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;27;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;28;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;29;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;30;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;31;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;32;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;33;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;34;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;35;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;36;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;37;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;38;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;39;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;40;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;41;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;42;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;43;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;44;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;45;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;09;46;RUA LOCAL 06;16.53;;;;267.25;;;;
Residencial Colina Park;09;47;RUA LOCAL 05;12.05;12.04;21.53;21.53;259.32;;;;
Residencial Colina Park;09;48;RUA LOCAL 05;11.95;11.96;21.53;21.53;257.35;;;;
Residencial Colina Park;10;01;RUA ALIMENTADORA 03;24.89;;;;490.14;;;;
Residencial Colina Park;10;01;RUA ALIMENTADORA 03;30.34;;;;489.41;;;;
