loteamento;quadra;lote;rua_frente;medida_frente_m;medida_fundo_m;medida_lateral_dir_m;medida_lateral_esq_m;area_m2;conf_frente;conf_fundo;conf_lateral_dir;conf_lateral_esq
Residencial Colina Park;28;36;RUA ALIMENTADORA 09;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;37;RUA ALIMENTADORA 09;12.0;;;;270.0;;;;
Residencial Colina Park;28;38;RUA ALIMENTADORA 09;20.0;;;;275.0;;;;
Residencial Colina Park;28;39;RUA ALIMENTADORA 07;11.0;11.0;25.0;25.0;275.0;;;;
Residencial Colina Park;28;40;RUA ALIMENTADORA 07;11.0;11.0;25.0;25.0;275.0;;;;
Residencial Colina Park;29;01;RUA ALIMENTADORA 09;20.0;;;;312.5;;;;
Residencial Colina Park;29;01;RUA ALIMENTADORA 09;20.0;;;;312.5;;;;
Residencial Colina Park;29;02;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;02;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;03;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;03;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;04;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;04;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;05;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;05;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;06;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;06;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;07;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;07;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;08;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;08;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;09;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;09;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;10;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;10;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;11;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;11;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;12;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;12;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;13;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;13;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;14;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;14;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;15;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;15;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;16;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;16;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;17;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;17;RUA ALIMENTADORA 09;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;18;RUA ALIMENTADORA 09;20.0;;;;312.5;;;;
Residencial Colina Park;29;18;RUA ALIMENTADORA 09;20.0;;;;312.5;;;;
Residencial Colina Park;29;19;RUA ALIMENTADORA 10;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;19;RUA ALIMENTADORA 10;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;20;RUA ALIMENTADORA 10;20.0;;;;312.5;;;;
Residencial Colina Park;29;21;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;22;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;22;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;23;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;23;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;24;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;24;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;25;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;25;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;26;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;26;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;27;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;27;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;28;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;28;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;29;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;29;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;30;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;30;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;31;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;31;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;32;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;32;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;33;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;33;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;34;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;34;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;35;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;35;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;36;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;36;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;37;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;37;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;38;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;39;RUA ALIMENTADORA 07;20.0;;;;312.5;;;;
Residencial Colina Park;29;40;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;29;40;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;01;RUA ALIMENTADORA 07;20.0;;;;312.5;;;;
Residencial Colina Park;30;02;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;03;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;04;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;05;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;06;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;07;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;08;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;09;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;10;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;11;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;12;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;13;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;14;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;15;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;16;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;17;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;18;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;19;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;20;RUA ALIMENTADORA 10;20.0;;;;312.5;;;;
Residencial Colina Park;30;21;RUA ALIMENTADORA 10;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;22;RUA ALIMENTADORA 08;20.0;;;;312.5;;;;
Residencial Colina Park;30;23;RUA ALIMENTADORA 08;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;24;RUA ALIMENTADORA 08;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;25;RUA ALIMENTADORA 08;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;26;RUA ALIMENTADORA 08;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;27;RUA ALIMENTADORA 08;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;28;RUA ALIMENTADORA 08;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;29;RUA ALIMENTADORA 08;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;30;RUA ALIMENTADORA 08;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;31;RUA ALIMENTADORA 08;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;32;RUA ALIMENTADORA 08;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;33;RUA ALIMENTADORA 08;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;34;RUA ALIMENTADORA 08;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;35;RUA ALIMENTADORA 08;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;36;RUA ALIMENTADORA 08;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;37;RUA ALIMENTADORA 08;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;38;RUA ALIMENTADORA 08;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;30;39;RUA ALIMENTADORA 08;20.0;;;;312.5;;;;
Residencial Colina Park;30;40;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;31;01;RUA ALIMENTADORA 08;22.5;;;;303.75;;;;
Residencial Colina Park;31;02;RUA ALIMENTADORA 08;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;31;03;RUA ALIMENTADORA 08;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;31;04;RUA ALIMENTADORA 08;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;31;05;RUA ALIMENTADORA 08;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;31;06;RUA ALIMENTADORA 08;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;31;07;RUA ALIMENTADORA 08;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;31;08;RUA ALIMENTADORA 08;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;31;09;RUA ALIMENTADORA 08;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;31;10;RUA ALIMENTADORA 08;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;31;11;RUA ALIMENTADORA 08;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;31;12;RUA ALIMENTADORA 08;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;31;13;RUA ALIMENTADORA 08;22.5;;;;303.75;;;;
Residencial Colina Park;31;14;RUA ALIMENTADORA 10;11.0;11.0;27.5;27.5;302.5;;;;
Residencial Colina Park;31;15;RUA ALIMENTADORA 10;11.0;11.0;27.5;27.5;302.5;;;;
Residencial Colina Park;31;16;RUA LOCAL 16;22.5;;;;303.75;;;;
Residencial Colina Park;31;17;RUA LOCAL 16;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;31;18;RUA LOCAL 16;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;31;19;RUA LOCAL 16;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;31;20;RUA LOCAL 16;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;31;21;RUA LOCAL 16;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;31;22;RUA LOCAL 16;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;31;23;RUA LOCAL 16;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;31;24;RUA LOCAL 16;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;31;25;RUA LOCAL 16;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;31;26;RUA LOCAL 16;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;31;27;RUA LOCAL 16;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;31;28;RUA LOCAL 16;22.5;;;;303.75;;;;
Residencial Colina Park;31;29;RUA LOCAL 12;11.0;11.0;27.5;27.5;302.5;;;;
Residencial Colina Park;31;30;RUA LOCAL 12;11.0;11.0;27.5;27.5;302.5;;;;
Residencial Colina Park;32;01;RUA LOCAL 16;17.11;;;;252.79;;;;
Residencial Colina Park;32;02;RUA LOCAL 16;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;03;RUA LOCAL 16;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;04;RUA LOCAL 16;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;05;RUA LOCAL 16;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;06;RUA LOCAL 16;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;07;RUA LOCAL 16;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;08;RUA LOCAL 16;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;09;RUA LOCAL 16;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;10;RUA LOCAL 16;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;11;RUA LOCAL 16;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;12;RUA LOCAL 16;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;13;RUA LOCAL 16;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;14;RUA LOCAL 16;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;15;RUA LOCAL 16;10.0;;;;220.0;;;;
Residencial Colina Park;32;16;RUA LOCAL 16;19.89;;;;286.21;;;;
Residencial Colina Park;32;17;RUA ALIMENTADORA 10;10.0;10.0;24.89;24.89;248.93;;;;
Residencial Colina Park;32;18;RUA ALIMENTADORA 10;10.0;10.0;24.89;24.89;248.93;;;;
Residencial Colina Park;32;19;RUA LOCAL 15;19.89;;;;286.21;;;;
Residencial Colina Park;32;20;RUA LOCAL 15;10.0;;;;220.0;;;;
Residencial Colina Park;32;21;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;22;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;23;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;24;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;25;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;26;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;27;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;28;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;29;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;30;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;31;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;32;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;33;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;32;34;RUA LOCAL 15;17.11;;;;252.79;;;;
Residencial Colina Park;32;35;RUA LOCAL 12;10.0;10.0;22.11;22.11;221.07;;;;
Residencial Colina Park;32;36;RUA LOCAL 12;10.0;10.0;22.11;22.11;221.07;;;;
Residencial Colina Park;33;01;RUA LOCAL 15;17.11;;;;252.79;;;;
Residencial Colina Park;33;02;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;03;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;04;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;05;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;06;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;07;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;08;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;09;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;10;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;11;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;12;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;13;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;14;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;15;RUA LOCAL 15;10.0;;;;220.0;;;;
Residencial Colina Park;33;16;RUA LOCAL 15;19.89;;;;286.21;;;;
Residencial Colina Park;33;17;RUA ALIMENTADORA 10;10.0;10.0;24.89;24.89;248.93;;;;
Residencial Colina Park;33;18;RUA ALIMENTADORA 10;10.0;10.0;24.89;24.89;248.93;;;;
Residencial Colina Park;33;19;RUA LOCAL 14;19.89;;;;286.21;;;;
Residencial Colina Park;33;20;RUA LOCAL 14;10.0;;;;220.0;;;;
Residencial Colina Park;33;21;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;22;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;23;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;24;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;25;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;26;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;27;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;28;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;29;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;30;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;31;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;32;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;33;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;33;34;RUA LOCAL 14;17.11;;;;253.2;;;;
Residencial Colina Park;33;35;RUA LOCAL 12;9.96;10.0;22.11;22.11;220.67;;;;
Residencial Colina Park;33;36;RUA LOCAL 12;10.0;10.0;22.11;22.11;221.07;;;;
Residencial Colina Park;34;01;RUA LOCAL 14;17.3;;;;255.14;;;;
Residencial Colina Park;34;02;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;34;03;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;34;04;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;34;05;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;34;06;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;34;07;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;34;08;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;34;09;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;34;10;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;34;11;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;34;12;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;34;13;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;34;14;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;34;15;RUA LOCAL 14;10.0;;;;220.0;;;;
Residencial Colina Park;34;16;RUA LOCAL 14;19.89;;;;286.21;;;;
Residencial Colina Park;34;17;RUA ALIMENTADORA 10;10.0;10.0;24.89;24.89;248.93;;;;
Residencial Colina Park;34;18;RUA ALIMENTADORA 10;10.0;10.0;24.89;24.89;248.93;;;;
Residencial Colina Park;34;19;RUA PERIMETRAL 01;19.89;;;;286.21;;;;
Residencial Colina Park;34;20;RUA PERIMETRAL 01;10.0;;;;220.0;;;;
Residencial Colina Park;34;21;RUA PERIMETRAL 01;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;34;22;RUA PERIMETRAL 01;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;34;23;RUA PERIMETRAL 01;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;34;24;RUA PERIMETRAL 01;10.0;10.0;22.0;22.0;220.0;;;;
